,Both Sets,ack_present,ack_absent,Percent Present
Chinese journal of cancer research = Chung-kuo yen cheng yen chiu,103,67.0,36.0,0.6504854368932039
Gut microbes,103,32.0,71.0,0.3106796116504854
Journal of biological inorganic chemistry : JBIC : a publication of the Society of Biological Inorganic Chemistry,103,88.0,15.0,0.8543689320388349
Nature nanotechnology,103,103.0,0.0,1.0
Global change biology,103,103.0,0.0,1.0
International journal of medicinal chemistry,102,84.0,18.0,0.8235294117647058
Journal of clinical pharmacology,102,79.0,23.0,0.7745098039215687
Journal of medical biochemistry,102,57.0,45.0,0.5588235294117647
Clinical & translational oncology : official publication of the Federation of Spanish Oncology Societies and of the National Cancer Institute of Mexico,102,55.0,47.0,0.5392156862745098
Science and engineering ethics,102,80.0,22.0,0.7843137254901961
Experimental & applied acarology,102,99.0,3.0,0.9705882352941176
Gynecological surgery,102,92.0,10.0,0.9019607843137255
Journal of urban health : bulletin of the New York Academy of Medicine,102,87.0,15.0,0.8529411764705882
World journal of otorhinolaryngology - head and neck surgery,102,31.0,71.0,0.30392156862745096
Journal of patient experience,102,27.0,75.0,0.2647058823529412
Journal of occupational and environmental medicine,102,42.0,60.0,0.4117647058823529
Neuroreport,102,102.0,0.0,1.0
Journal of computer-aided molecular design,102,95.0,7.0,0.9313725490196079
Journal of Istanbul University Faculty of Dentistry,102,5.0,97.0,0.049019607843137254
Cerebrospinal fluid research,101,59.0,42.0,0.5841584158415841
Journal of applied phycology,101,95.0,6.0,0.9405940594059405
Naunyn-Schmiedeberg's archives of pharmacology,101,84.0,17.0,0.8316831683168316
"The journals of gerontology. Series A, Biological sciences and medical sciences",101,67.0,34.0,0.6633663366336634
Japanese journal of clinical oncology,101,69.0,32.0,0.6831683168316832
ACS catalysis,101,97.0,4.0,0.9603960396039604
Zoological letters,101,101.0,0.0,1.0
Stem cell reviews,101,96.0,5.0,0.9504950495049505
Advances in health sciences education : theory and practice,101,90.0,11.0,0.8910891089108911
The open medical informatics journal,100,69.0,31.0,0.69
Journal of assisted reproduction and genetics,100,66.0,34.0,0.66
International journal of peptides,100,72.0,28.0,0.72
BMC biophysics,100,30.0,70.0,0.3
Molecular biology research communications,100,57.0,43.0,0.57
Psycho-social medicine,100,0.0,100.0,0.0
Palliative medicine,100,82.0,18.0,0.82
Cellular & molecular biology letters,100,97.0,3.0,0.97
Prostate cancer and prostatic diseases,100,87.0,13.0,0.87
ISRN dermatology,100,52.0,48.0,0.52
London journal of primary care,100,34.0,66.0,0.34
Pain and therapy,99,99.0,0.0,1.0
"Ecotoxicology (London, England)",99,96.0,3.0,0.9696969696969697
Annals of nuclear medicine,99,70.0,29.0,0.7070707070707071
"Journal of comparative physiology. A, Neuroethology, sensory, neural, and behavioral physiology",99,94.0,5.0,0.9494949494949495
Pituitary,99,86.0,13.0,0.8686868686868687
Nuclear receptor signaling,99,70.0,29.0,0.7070707070707071
Prion,99,39.0,60.0,0.3939393939393939
Journal of nuclear cardiology : official publication of the American Society of Nuclear Cardiology,99,92.0,7.0,0.9292929292929293
Familial cancer,99,82.0,17.0,0.8282828282828283
African health sciences,99,58.0,41.0,0.5858585858585859
SAHARA J : journal of Social Aspects of HIV/AIDS Research Alliance,99,51.0,48.0,0.5151515151515151
NPJ systems biology and applications,99,95.0,4.0,0.9595959595959596
FEMS microbiology letters,99,70.0,29.0,0.7070707070707071
Drugs,99,66.0,33.0,0.6666666666666666
Asia Pacific family medicine,98,43.0,55.0,0.4387755102040816
Pediatric cardiology,98,87.0,11.0,0.8877551020408163
Biomatter,98,61.0,37.0,0.6224489795918368
European journal of microbiology & immunology,98,62.0,36.0,0.6326530612244898
Cilia,98,49.0,49.0,0.5
Endocrine-related cancer,98,75.0,23.0,0.7653061224489796
Schizophrenia research. Cognition,98,76.0,22.0,0.7755102040816326
Public health reviews,98,85.0,13.0,0.8673469387755102
Biological psychiatry,98,94.0,4.0,0.9591836734693877
Neurology and therapy,98,98.0,0.0,1.0
ISRN veterinary science,97,62.0,35.0,0.6391752577319587
Journal of molecular neuroscience : MN,97,85.0,12.0,0.8762886597938144
Journal of neuromuscular diseases,97,77.0,20.0,0.7938144329896907
The British journal of surgery,97,86.0,11.0,0.8865979381443299
Case reports in nephrology and dialysis,97,37.0,60.0,0.38144329896907214
Pharmacoepidemiology and drug safety,97,83.0,14.0,0.8556701030927835
Korean journal of audiology,96,22.0,74.0,0.22916666666666666
Journal of child and family studies,96,77.0,19.0,0.8020833333333334
The mental health clinician,96,15.0,81.0,0.15625
Cell adhesion & migration,96,39.0,57.0,0.40625
NPJ genomic medicine,96,87.0,9.0,0.90625
Photoacoustics,96,83.0,13.0,0.8645833333333334
Clinical and translational radiation oncology,96,52.0,44.0,0.5416666666666666
International journal of spine surgery,96,13.0,83.0,0.13541666666666666
Qatar medical journal,96,25.0,71.0,0.2604166666666667
Scoliosis and spinal disorders,96,91.0,5.0,0.9479166666666666
Journal of caring sciences,96,0.0,96.0,0.0
Drugs in context,95,47.0,48.0,0.49473684210526314
Journal of neural transplantation & plasticity,95,0.0,95.0,0.0
International journal for quality in health care : journal of the International Society for Quality in Health Care,95,57.0,38.0,0.6
ISRN urology,95,42.0,53.0,0.4421052631578947
Annals of surgical innovation and research,95,29.0,66.0,0.30526315789473685
Mycology,95,28.0,67.0,0.29473684210526313
Journal of computational neuroscience,95,81.0,14.0,0.8526315789473684
The Cochrane database of systematic reviews,95,95.0,0.0,1.0
International journal of molecular imaging,95,74.0,21.0,0.7789473684210526
Translational neuroscience,95,74.0,21.0,0.7789473684210526
Journal of affective disorders,94,82.0,12.0,0.8723404255319149
Neurotoxicity research,94,87.0,7.0,0.925531914893617
ChemMedChem,94,92.0,2.0,0.9787234042553191
International journal of legal medicine,94,79.0,15.0,0.8404255319148937
Journal of thrombosis and thrombolysis,94,80.0,14.0,0.851063829787234
Hepatic medicine : evidence and research,94,37.0,57.0,0.39361702127659576
Nicotine & tobacco research : official journal of the Society for Research on Nicotine and Tobacco,94,66.0,28.0,0.7021276595744681
Emergency medicine journal : EMJ,94,52.0,42.0,0.5531914893617021
Health psychology research,94,38.0,56.0,0.40425531914893614
The Korean journal of hepatology,94,32.0,62.0,0.3404255319148936
NPJ Parkinson's disease,93,78.0,15.0,0.8387096774193549
Bioactive materials,93,77.0,16.0,0.8279569892473119
Maternal & child nutrition,93,82.0,11.0,0.8817204301075269
Porcine health management,93,87.0,6.0,0.9354838709677419
Case reports in plastic surgery & hand surgery,93,36.0,57.0,0.3870967741935484
Practical laboratory medicine,93,58.0,35.0,0.6236559139784946
ACS synthetic biology,93,91.0,2.0,0.978494623655914
NPJ biofilms and microbiomes,93,84.0,9.0,0.9032258064516129
Journal of microscopy and ultrastructure,93,52.0,41.0,0.5591397849462365
FEMS microbiology ecology,93,84.0,9.0,0.9032258064516129
Journal of digital imaging,93,54.0,39.0,0.5806451612903226
Journal of amino acids,92,72.0,20.0,0.782608695652174
Clinical medicine. Oncology,92,33.0,59.0,0.358695652173913
Journal of molecular and cellular cardiology,92,82.0,10.0,0.8913043478260869
ISRN pediatrics,92,57.0,35.0,0.6195652173913043
Biophysics and physicobiology,92,85.0,7.0,0.9239130434782609
Stroke,92,0.0,92.0,0.0
Journal of cardiovascular translational research,92,74.0,18.0,0.8043478260869565
ACS chemical neuroscience,91,57.0,34.0,0.6263736263736264
Macromolecules,91,90.0,1.0,0.989010989010989
Archives of dermatological research,91,75.0,16.0,0.8241758241758241
European archives of psychiatry and clinical neuroscience,91,82.0,9.0,0.9010989010989011
Journal of hypertension,91,0.0,91.0,0.0
Korean journal of medical education,91,46.0,45.0,0.5054945054945055
Journal of otology,91,53.0,38.0,0.5824175824175825
Therapeutic advances in medical oncology,91,32.0,59.0,0.3516483516483517
The journal of pathology. Clinical research,90,84.0,6.0,0.9333333333333333
World journal of diabetes,90,0.0,90.0,0.0
Chemphyschem : a European journal of chemical physics and physical chemistry,90,88.0,2.0,0.9777777777777777
Pain reports,90,52.0,38.0,0.5777777777777777
Journal of cellular physiology,90,81.0,9.0,0.9
Journal of the renin-angiotensin-aldosterone system : JRAAS,90,42.0,48.0,0.4666666666666667
Alimentary pharmacology & therapeutics,90,85.0,5.0,0.9444444444444444
Journal of robotic surgery,90,31.0,59.0,0.34444444444444444
Journal of medical ultrasound,90,12.0,78.0,0.13333333333333333
Integrated blood pressure control,89,37.0,52.0,0.4157303370786517
American journal of transplantation : official journal of the American Society of Transplantation and the American Society of Transplant Surgeons,89,79.0,10.0,0.8876404494382022
International journal of biometeorology,89,80.0,9.0,0.898876404494382
International journal of tryptophan research : IJTR,89,45.0,44.0,0.5056179775280899
Borderline personality disorder and emotion dysregulation,89,79.0,10.0,0.8876404494382022
Archives of sexual behavior,89,68.0,21.0,0.7640449438202247
Immunology,89,80.0,9.0,0.898876404494382
Oncology reviews,88,24.0,64.0,0.2727272727272727
Surgery today,88,65.0,23.0,0.7386363636363636
Angiogenesis,88,84.0,4.0,0.9545454545454546
International journal of behavioral medicine,88,74.0,14.0,0.8409090909090909
Medical history. Supplement,88,7.0,81.0,0.07954545454545454
Journal of veterinary research,88,21.0,67.0,0.23863636363636365
Current medical mycology,88,81.0,7.0,0.9204545454545454
Journal of youth and adolescence,88,88.0,0.0,1.0
Journal of cell communication and signaling,88,79.0,9.0,0.8977272727272727
Applied health economics and health policy,88,75.0,13.0,0.8522727272727273
Public health nutrition,88,87.0,1.0,0.9886363636363636
Plant cell reports,88,85.0,3.0,0.9659090909090909
The Lancet. Oncology,88,82.0,6.0,0.9318181818181818
Clinical hypertension,88,80.0,8.0,0.9090909090909091
Cerebellum & ataxias,88,72.0,16.0,0.8181818181818182
Synthetic and systems biotechnology,87,73.0,14.0,0.8390804597701149
Health psychology and behavioral medicine,87,38.0,49.0,0.4367816091954023
International journal of computer assisted radiology and surgery,87,75.0,12.0,0.8620689655172413
International cardiovascular research journal,87,86.0,1.0,0.9885057471264368
Bulletin of environmental contamination and toxicology,87,79.0,8.0,0.9080459770114943
Biogerontology,87,71.0,16.0,0.8160919540229885
International journal of Ayurveda research,87,18.0,69.0,0.20689655172413793
Cardiovascular drugs and therapy,87,66.0,21.0,0.7586206896551724
GMS ophthalmology cases,87,0.0,87.0,0.0
Genes and environment : the official journal of the Japanese Environmental Mutagen Society,87,79.0,8.0,0.9080459770114943
Antonie van Leeuwenhoek,87,81.0,6.0,0.9310344827586207
EJVES short reports,86,14.0,72.0,0.16279069767441862
Journal of experimental pharmacology,86,57.0,29.0,0.6627906976744186
NPJ microgravity,86,77.0,9.0,0.8953488372093024
Cell metabolism,86,83.0,3.0,0.9651162790697675
JMIR serious games,86,75.0,11.0,0.872093023255814
Proteins,86,69.0,17.0,0.8023255813953488
Organometallics,86,86.0,0.0,1.0
Hepatitis research and treatment,86,53.0,33.0,0.6162790697674418
Journal of thrombosis and haemostasis : JTH,86,77.0,9.0,0.8953488372093024
ISRN microbiology,86,72.0,14.0,0.8372093023255814
"Rare diseases (Austin, Tex.)",86,31.0,55.0,0.36046511627906974
Thrombosis,85,48.0,37.0,0.5647058823529412
Mindfulness,85,51.0,34.0,0.6
Journal of veterinary medicine,85,58.0,27.0,0.6823529411764706
Glia,85,80.0,5.0,0.9411764705882353
The Journal of applied ecology,85,83.0,2.0,0.9764705882352941
International journal for parasitology,85,84.0,1.0,0.9882352941176471
Protein science : a publication of the Protein Society,85,67.0,18.0,0.788235294117647
Basic and clinical andrology,85,68.0,17.0,0.8
Health services research and managerial epidemiology,85,42.0,43.0,0.49411764705882355
Bioengineered,85,38.0,47.0,0.4470588235294118
"Journal of biological research (Thessalonike, Greece)",85,77.0,8.0,0.9058823529411765
Colloid and polymer science,85,72.0,13.0,0.8470588235294118
Academic pathology,84,32.0,52.0,0.38095238095238093
Epilepsia,84,79.0,5.0,0.9404761904761905
ISRN pharmaceutics,84,58.0,26.0,0.6904761904761905
Biomarkers in cancer,84,46.0,38.0,0.5476190476190477
Journal of addiction,84,57.0,27.0,0.6785714285714286
Journal of agricultural and food chemistry,84,57.0,27.0,0.6785714285714286
International journal of experimental diabetes research,84,0.0,84.0,0.0
Progress in biomaterials,84,51.0,33.0,0.6071428571428571
The Journal of comparative neurology,84,78.0,6.0,0.9285714285714286
CNS drugs,84,70.0,14.0,0.8333333333333334
Bacteriophage,84,48.0,36.0,0.5714285714285714
Scanning,84,69.0,15.0,0.8214285714285714
NPJ vaccines,84,74.0,10.0,0.8809523809523809
Seminars in immunopathology,84,62.0,22.0,0.7380952380952381
Molecular and cellular pediatrics,84,63.0,21.0,0.75
ChemSusChem,83,82.0,1.0,0.9879518072289156
Molecular and cellular biology,83,82.0,1.0,0.9879518072289156
Advances in medicine,83,44.0,39.0,0.5301204819277109
Journal of genomics,83,71.0,12.0,0.8554216867469879
Journal of mathematical biology,83,71.0,12.0,0.8554216867469879
Aesthetic plastic surgery,83,64.0,19.0,0.7710843373493976
International journal of MCH and AIDS,83,60.0,23.0,0.7228915662650602
Cholesterol,83,63.0,20.0,0.7590361445783133
"Maternal health, neonatology and perinatology",83,76.0,7.0,0.9156626506024096
World journal of transplantation,83,0.0,83.0,0.0
Hepatology international,83,64.0,19.0,0.7710843373493976
Child neurology open,83,40.0,43.0,0.4819277108433735
Cell host & microbe,83,81.0,2.0,0.9759036144578314
The European journal of general practice,82,47.0,35.0,0.573170731707317
Die Naturwissenschaften,82,81.0,1.0,0.9878048780487805
Techniques in coloproctology,82,53.0,29.0,0.6463414634146342
Drug safety - case reports,82,34.0,48.0,0.4146341463414634
Transcription,82,32.0,50.0,0.3902439024390244
Southern African journal of HIV medicine,82,78.0,4.0,0.9512195121951219
ISRN nursing,82,54.0,28.0,0.6585365853658537
Pharmaceutical methods,82,47.0,35.0,0.573170731707317
Romanian journal of ophthalmology,82,0.0,82.0,0.0
The open medicinal chemistry journal,82,59.0,23.0,0.7195121951219512
Hernia : the journal of hernias and abdominal wall surgery,81,60.0,21.0,0.7407407407407407
World journal of radiology,81,0.0,81.0,0.0
"Cerebellum (London, England)",81,76.0,5.0,0.9382716049382716
International journal of diabetes in developing countries,81,33.0,48.0,0.4074074074074074
Journal of clinical monitoring and computing,81,57.0,24.0,0.7037037037037037
Cannabis and cannabinoid research,81,1.0,80.0,0.012345679012345678
Emerging health threats journal,81,45.0,36.0,0.5555555555555556
Clinical and experimental dental research,81,62.0,19.0,0.7654320987654321
JRSM cardiovascular disease,81,26.0,55.0,0.32098765432098764
Veterinary medicine and science,81,69.0,12.0,0.8518518518518519
The journal of physical chemistry. A,81,81.0,0.0,1.0
Interface focus,81,63.0,18.0,0.7777777777777778
Physical chemistry chemical physics : PCCP,81,78.0,3.0,0.9629629629629629
Molecular genetics and genomics : MGG,81,80.0,1.0,0.9876543209876543
European journal of heart failure,81,46.0,35.0,0.5679012345679012
"Life sciences, society and policy",80,61.0,19.0,0.7625
Apoptosis : an international journal on programmed cell death,80,77.0,3.0,0.9625
